0.9117543,3.675139,1.768725,0.9869107,0.6641486,0.2554261,0.1120038,0.01034188
6.952483,2.326481,1.382012,2.275766,2.209985,0.2757952,0.1180648,0.01032324
1.570654,8.797385,3.319564,2.269293,1.596186,0.29614,0.1245143,0.009895356
0.3290187,4.962426,2.057625,1.171229,0.7647195,0.3136764,0.1284573,0.009862223
0.332958,9.877852,9.131743,2.191822,1.511394,0.331468,0.1326314,0.009836471
6.492282,7.521232,5.846638,3.651152,3.327054,0.347334,0.13314,0.009816527
3.65273,0.673927,5.86418,1.297048,1.455934,0.3586205,0.13366,0.009518111
8.112378,4.331923,3.827576,3.670967,3.637745,0.3715682,0.1342586,0.009494316
4.020393,4.746481,6.803362,2.322747,2.250747,0.3840163,0.1346173,0.009343654
1.508649,4.571893,2.933163,1.285318,1.241342,0.3964821,0.1346147,0.009034349
1.70771,3.500686,6.703593,1.242102,1.22989,0.4076949,0.1342326,0.008914638
3.519938,8.198146,9.983112,2.976253,2.672843,0.4185762,0.134821,0.009014986
4.786627,4.298564,4.677215,2.799251,2.661552,0.4269566,0.1332984,0.008900207
4.722451,0.5345464,9.634601,1.887491,2.194099,0.4327292,0.1317057,0.008578943
9.73145,0.5910004,5.046032,4.532283,4.444279,0.4448025,0.1302925,0.008405313
1.255896,3.184461,6.429574,1.281996,1.032216,0.4524887,0.1285174,0.008549655
1.326414,8.119761,4.20058,1.864733,1.672053,0.4592974,0.1268171,0.008358469
4.0898,1.653254,9.291948,2.128972,2.179814,0.4641505,0.1228916,0.008341329
8.098461,3.029341,5.85886,4.245117,4.223028,0.4705919,0.1198167,0.008240072
7.737882,0.6735573,2.616723,3.809432,3.784727,0.476262,0.1164832,0.008111099
9.104454,7.496571,6.279955,5.434793,5.28539,0.4814174,0.1131617,0.007944217
5.964679,2.292191,2.928847,3.067319,3.130098,0.479443,0.1083909,0.008009424
0.1223743,4.975801,4.491017,0.5017326,0.6154885,0.480119,0.1042942,0.008186616
8.305777,0.4541619,8.404879,4.137866,4.114029,0.482014,0.1011539,0.008164601
1.777945,5.617253,7.835059,1.589347,1.465867,0.4822263,0.09708426,0.008126181
3.554337,5.654342,9.812526,2.273315,2.312151,0.480719,0.09296435,0.00803845
0.3502819,0.9407425,2.132978,0.1833836,0.2677784,0.4793977,0.08830908,0.007793962
3.35342,9.535671,7.825883,2.383702,2.471239,0.4796903,0.08399207,0.007869108
6.661777,6.483436,5.522346,3.897218,3.77706,0.481517,0.08100098,0.007869054
4.421392,0.6223186,5.325004,2.230981,2.201618,0.4782961,0.07691745,0.00785912
0.8415126,6.239843,2.43764,0.7734495,0.87093,0.4736915,0.07260002,0.007807421
3.946136,3.596555,1.526875,2.257166,2.116352,0.4699059,0.06891254,0.007825941
5.250702,6.345326,3.685781,2.948637,2.867923,0.4624349,0.06477638,0.00782389
3.3868,3.67339,8.786587,2.048167,1.819553,0.4516458,0.05975285,0.007958028
4.358939,7.501288,4.049856,2.189584,2.329117,0.4361541,0.05339624,0.007889666
1.373764,8.289444,0.9370067,1.142007,0.99596,0.4246108,0.04893753,0.007910928
6.426432,3.850912,9.11645,2.896527,2.872216,0.4107062,0.04210568,0.007638016
1.360643,9.166234,4.110142,0.7223339,0.8947136,0.3967203,0.03550824,0.007437337
6.586823,9.185872,1.221242,2.684176,2.826072,0.3854505,0.03048706,0.00735316
0.4296476,9.596386,9.183779,0.5162876,0.5007672,0.3809036,0.02843987,0.007139205
7.288114,2.971572,5.392921,2.950937,2.85889,0.3764687,0.02583073,0.007096238
7.755332,2.474226,7.057219,3.040989,2.945116,0.3663473,0.02223909,0.006607512
3.137137,3.285549,9.024519,1.291436,1.22209,0.3513293,0.01884415,0.006653182
